"SKU","Product name","Category","Source product URL","Source media reference","Role","Primary candidate YES/NO","Product mapping status","Rights status","Production approved YES/NO","Alt fact candidate","Image count","Gallery position","Quality status","Real project confirmed","Notes","Rights/mapping gate cleared YES/NO"
"MF-MAR-0120","Император Лайт","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-711745850101-imperator-lait","https://static.tildacdn.com/stor3130-3434-4139-a536-363362346662/65600174.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Император Лайт»","4","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0075","Италика","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-475790381151-italika","https://static.tildacdn.com/stor3533-3831-4432-b533-363732366131/44719985.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Италика» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0075","Италика","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-475790381151-italika","https://static.tildacdn.com/stor6436-3731-4633-b133-656261326666/68698687.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Италика»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0075","Италика","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-475790381151-italika","https://static.tildacdn.com/stor6266-3166-4436-b533-383636643735/32469454.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Италика»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0077","Калаката","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-489110024061-kalakata","https://static.tildacdn.com/stor6439-3332-4431-a638-613034376331/75123754.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Калаката» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0077","Калаката","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-489110024061-kalakata","https://static.tildacdn.com/stor6366-3338-4137-b933-396432343837/59567318.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Калаката»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0077","Калаката","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-489110024061-kalakata","https://static.tildacdn.com/stor3264-6130-4839-b133-326335336565/17994908.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Калаката»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0135","Колизей","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-803168390661-kolizei","https://static.tildacdn.com/stor3138-3535-4738-b139-343134643039/83900159.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Колизей» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0135","Колизей","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-803168390661-kolizei","https://static.tildacdn.com/stor3838-6162-4861-b032-343333363837/62977697.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Колизей»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0135","Колизей","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-803168390661-kolizei","https://static.tildacdn.com/stor6663-6432-4233-b264-386366666130/58981991.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Колизей»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0017","Крестола","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-170519238391-krestola","https://static.tildacdn.com/stor3561-3239-4537-b237-653439643764/67876931.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Крестола» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0017","Крестола","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-170519238391-krestola","https://static.tildacdn.com/stor6262-3863-4663-a661-626361303738/41211467.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Крестола»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0017","Крестола","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-170519238391-krestola","https://static.tildacdn.com/stor3162-6438-4033-b631-626235626231/31822980.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Крестола»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0063","Кристал","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-379174374731-kristal","https://static.tildacdn.com/stor6464-3961-4638-b232-636333303563/24022719.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Кристал» — товарное изображение; без неподтверждённых свойств","5","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0063","Кристал","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-379174374731-kristal","https://static.tildacdn.com/stor3535-6466-4564-a233-653862366562/72122380.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Кристал»","5","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0063","Кристал","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-379174374731-kristal","https://static.tildacdn.com/stor3033-6134-4566-b764-313535313362/37836211.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Кристал»","5","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0063","Кристал","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-379174374731-kristal","https://static.tildacdn.com/stor6338-3162-4738-b461-633237343738/71413403.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Кристал»","5","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0063","Кристал","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-379174374731-kristal","https://static.tildacdn.com/stor6433-6535-4738-b263-663338386436/95525533.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Кристал»","5","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0029","Лагуна","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-218776586501-laguna","https://static.tildacdn.com/stor3362-6233-4762-b139-336139313165/59326441.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Лагуна» — товарное изображение; без неподтверждённых свойств","5","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0029","Лагуна","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-218776586501-laguna","https://static.tildacdn.com/stor3537-6130-4364-b663-393566386563/49737687.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Лагуна»","5","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0029","Лагуна","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-218776586501-laguna","https://static.tildacdn.com/stor6465-6164-4839-b032-356265646330/19571821.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Лагуна»","5","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0029","Лагуна","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-218776586501-laguna","https://static.tildacdn.com/stor3633-6538-4131-b863-613461623835/61177498.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Лагуна»","5","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0029","Лагуна","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-218776586501-laguna","https://static.tildacdn.com/stor6666-3339-4061-b937-333436653466/14563794.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Лагуна»","5","5","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0009","Мадейра","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122456798331-madeira","https://static.tildacdn.com/stor6431-3266-4535-b262-393535616133/65446594.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Мадейра» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0009","Мадейра","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122456798331-madeira","https://static.tildacdn.com/stor6363-3836-4163-a333-373962373636/66400891.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Мадейра»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0009","Мадейра","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122456798331-madeira","https://static.tildacdn.com/stor3730-6664-4434-a232-613839313439/33202782.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Мадейра»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0057","Мансони","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-353636757971-mansoni","https://static.tildacdn.com/stor3461-3034-4532-a530-663936303838/38131232.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Мансони» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0057","Мансони","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-353636757971-mansoni","https://static.tildacdn.com/stor3930-6430-4561-b836-636336386661/71802167.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Мансони»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0057","Мансони","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-353636757971-mansoni","https://static.tildacdn.com/stor3732-3861-4132-b661-353538663032/93568827.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Мансони»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0118","Сант-Анн","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-692931560921-sant-ann","https://static.tildacdn.com/stor3662-3361-4730-a665-343631643739/26631827.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Сант-Анн» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0118","Сант-Анн","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-692931560921-sant-ann","https://static.tildacdn.com/stor3932-6337-4432-b936-353966356634/50720149.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сант-Анн»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0118","Сант-Анн","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-692931560921-sant-ann","https://static.tildacdn.com/stor3939-3263-4137-b437-356362383535/75371782.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сант-Анн»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0150","Санторини","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-889630124171-santorini","https://static.tildacdn.com/stor3463-3165-4862-b438-613333623062/22968117.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Санторини» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0150","Санторини","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-889630124171-santorini","https://static.tildacdn.com/stor3434-3138-4432-b139-376636363637/60986569.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Санторини»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0150","Санторини","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-889630124171-santorini","https://static.tildacdn.com/stor6361-6638-4162-b866-393062656461/32813968.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Санторини»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0089","Селена","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-558415063981-selena","https://static.tildacdn.com/stor6636-6334-4631-b832-373333636137/93116076.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Селена» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0089","Селена","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-558415063981-selena","https://static.tildacdn.com/stor3963-3663-4765-b239-383161323666/21842322.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Селена»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0089","Селена","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-558415063981-selena","https://static.tildacdn.com/stor3430-3562-4334-b666-626563646565/12232172.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Селена»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0008","Сельва","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122275408051-selva","https://static.tildacdn.com/stor3333-3563-4564-b731-306638636636/64807895.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Сельва» — товарное изображение; без неподтверждённых свойств","4","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0008","Сельва","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122275408051-selva","https://static.tildacdn.com/stor3066-3237-4638-b236-373332643362/63995208.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сельва»","4","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0008","Сельва","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122275408051-selva","https://static.tildacdn.com/stor6264-3563-4534-b132-386136303530/57518943.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сельва»","4","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0008","Сельва","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-122275408051-selva","https://static.tildacdn.com/stor3431-3434-4161-a230-376565656539/30655269.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Сельва»","4","4","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0081","Серый оникс","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-513448313281-serii-oniks","https://static.tildacdn.com/stor3936-3637-4164-a564-643137343236/64564488.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Серый оникс» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
"MF-MAR-0081","Серый оникс","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-513448313281-serii-oniks","https://static.tildacdn.com/stor6266-6561-4236-b239-323930363937/54883108.png","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Серый оникс»","3","2","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0081","Серый оникс","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-513448313281-serii-oniks","https://static.tildacdn.com/stor6332-3136-4632-a464-396134396561/49330991.jpg","product_detail","NO","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","Деталь товара «Серый оникс»","3","3","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил принадлежность кадра gallery этого SKU. Дополнительный товарный кадр классифицирован как product_detail. Права подтверждены; quality sign-off остаётся отдельным.","YES"
"MF-MAR-0101","Сильвер Грей","Гибкий мрамор","https://marmixflex.ru/tproduct/1706353951-614722166851-silver-grei","https://static.tildacdn.com/stor6266-3739-4364-b032-333465613164/91021570.png","product_primary","YES","OWNER CONFIRMED — this source product page gallery is the intended media set for this SKU","OWNER CONFIRMED RIGHT","NO","«Сильвер Грей» — товарное изображение; без неподтверждённых свойств","3","1","OWNER REVIEW REQUIRED — review selected unique asset once before production","NOT APPLICABLE — product-gallery media; no installation authorship claim","Владелец подтвердил галерею source product page как intended media set этого SKU. Права подтверждены. Качество selected media требует отдельного визуального sign-off.","YES"
